address,info,price,rtype,sqr,dir,dec,heights,built,btype,price_per_sqr
老西门新苑 ,2室2厅 | 109.08平米 | 南 | 其他 | 低楼层(共34层) | 2006年建 | 板楼,15000000.0,2室2厅 , 109.08平米 , 南 , 其他 , 低楼层(共34层) , 2006年建 , 板楼,137514
惠德公寓 ,2室1厅 | 87.98平米 | 南 | 其他 | 高楼层(共7层) | 1995年建 | 板楼,9600000.0,2室1厅 , 87.98平米 , 南 , 其他 , 高楼层(共7层) , 1995年建 , 板楼,109116
龙华小区 ,2室1厅 | 61.81平米 | 南 | 简装 | 中楼层(共6层) | 1978年建 | 板楼,5880000.0,2室1厅 , 61.81平米 , 南 , 简装 , 中楼层(共6层) , 1978年建 , 板楼,95131
大众汽车公寓 ,2室2厅 | 97.62平米 | 南 | 简装 | 中楼层(共29层) | 1996年建 | 塔楼,10500000.0,2室2厅 , 97.62平米 , 南 , 简装 , 中楼层(共29层) , 1996年建 , 塔楼,107560
中福城 ,1室1厅 | 75.42平米 | 南 | 精装 | 中楼层(共16层) | 2002年建 | 板楼,11000000.0,1室1厅 , 75.42平米 , 南 , 精装 , 中楼层(共16层) , 2002年建 , 板楼,145850
瞿中小区 ,2室1厅 | 48.59平米 | 南 | 简装 | 中楼层(共6层) | 1983年建 | 板楼,4750000.0,2室1厅 , 48.59平米 , 南 , 简装 , 中楼层(共6层) , 1983年建 , 板楼,97757
蒙自路380弄 ,2室1厅 | 54.63平米 | 南 北 | 精装 | 高楼层(共7层) | 1994年建 | 板楼,5290000.0,2室1厅 , 54.63平米 , 南 北 , 精装 , 高楼层(共7层) , 1994年建 , 板楼,96834
中福城 ,2室2厅 | 87.89平米 | 南 | 精装 | 中楼层(共16层) | 2002年建 | 板楼,12500000.0,2室2厅 , 87.89平米 , 南 , 精装 , 中楼层(共16层) , 2002年建 , 板楼,142224
海丽花园 ,2室2厅 | 90.03平米 | 南 西南 | 精装 | 高楼层(共33层) | 1997年建 | 板塔结合,10600000.0,2室2厅 , 90.03平米 , 南 西南 , 精装 , 高楼层(共33层) , 1997年建 , 板塔结合,117739
健乐小区 ,1室0厅 | 34.76平米 | 南 | 简装 | 中楼层(共7层) | 1989年建 | 板楼,4780000.0,1室0厅 , 34.76平米 , 南 , 简装 , 中楼层(共7层) , 1989年建 , 板楼,137515
西凌新邨 ,1室0厅 | 26.97平米 | 北 | 精装 | 高楼层(共6层) | 1987年建 | 板楼,3020000.0,1室0厅 , 26.97平米 , 北 , 精装 , 高楼层(共6层) , 1987年建 , 板楼,111977
瞿溪新村 ,1室0厅 | 29.65平米 | 南 | 简装 | 低楼层(共6层) | 1964年建 | 板楼,2900000.0,1室0厅 , 29.65平米 , 南 , 简装 , 低楼层(共6层) , 1964年建 , 板楼,97808
斜土新村 ,1室1厅 | 30.2平米 | 北 | 精装 | 中楼层(共7层) | 1987年建 | 板楼,3450000.0,1室1厅 , 30.2平米 , 北 , 精装 , 中楼层(共7层) , 1987年建 , 板楼,114239
斜土新村 ,1室1厅 | 30.2平米 | 北 | 精装 | 中楼层(共7层) | 1987年建 | 板楼,3450000.0,1室1厅 , 30.2平米 , 北 , 精装 , 中楼层(共7层) , 1987年建 , 板楼,114239
西凌新邨 ,2室1厅 | 63.83平米 | 东 西 | 精装 | 低楼层(共30层) | 1992年建 | 塔楼,6100000.0,2室1厅 , 63.83平米 , 东 西 , 精装 , 低楼层(共30层) , 1992年建 , 塔楼,95567
永嘉路39弄 ,2室0厅 | 55.38平米 | 南 西 | 简装 | 中楼层(共6层) | 1976年建 | 板楼,7400000.0,2室0厅 , 55.38平米 , 南 西 , 简装 , 中楼层(共6层) , 1976年建 , 板楼,133623
瑞雪大楼 ,2室1厅 | 53.25平米 | 南 西南 | 简装 | 17层 | 1991年建 | 塔楼,6200000.0,2室1厅 , 53.25平米 , 南 西南 , 简装 , 17层 , 1991年建 , 塔楼,116432
越纪公寓 ,2室1厅 | 85.87平米 | 南 西南 | 精装 | 高楼层(共25层) | 1992年建 | 板塔结合,9580000.0,2室1厅 , 85.87平米 , 南 西南 , 精装 , 高楼层(共25层) , 1992年建 , 板塔结合,111564
康瞿小区 ,3室1厅 | 90.73平米 | 南 | 精装 | 高楼层(共20层) | 1990年建 | 塔楼,9200000.0,3室1厅 , 90.73平米 , 南 , 精装 , 高楼层(共20层) , 1990年建 , 塔楼,101400
瑞金花园 ,2室2厅 | 104.19平米 | 西南 | 精装 | 20层 | 1997年建 | 塔楼,12000000.0,2室2厅 , 104.19平米 , 西南 , 精装 , 20层 , 1997年建 , 塔楼,115175
斜土路486弄 ,1室1厅 | 40.06平米 | 南 | 简装 | 高楼层(共6层) | 1984年建 | 板楼,3700000.0,1室1厅 , 40.06平米 , 南 , 简装 , 高楼层(共6层) , 1984年建 , 板楼,92362
中福花苑 ,1室2厅 | 49.22平米 | 南 | 简装 | 中楼层(共15层) | 2003年建 | 塔楼,5700000.0,1室2厅 , 49.22平米 , 南 , 简装 , 中楼层(共15层) , 2003年建 , 塔楼,115807
丽园公寓 ,3室1厅 | 91.37平米 | 南 | 精装 | 低楼层(共12层) | 1998年建 | 板楼,11400000.0,3室1厅 , 91.37平米 , 南 , 精装 , 低楼层(共12层) , 1998年建 , 板楼,124768
南陆大厦 ,1室1厅 | 53.68平米 | 东 | 简装 | 低楼层(共25层) | 1994年建 | 塔楼,5400000.0,1室1厅 , 53.68平米 , 东 , 简装 , 低楼层(共25层) , 1994年建 , 塔楼,100597
东物公寓 ,2室1厅 | 71.56平米 | 南 | 简装 | 高楼层(共18层) | 1996年建 | 板塔结合,8200000.0,2室1厅 , 71.56平米 , 南 , 简装 , 高楼层(共18层) , 1996年建 , 板塔结合,114590
西凌新邨 ,2室1厅 | 76.1平米 | 南 | 毛坯 | 中楼层(共26层) | 1993年建 | 塔楼,8400000.0,2室1厅 , 76.1平米 , 南 , 毛坯 , 中楼层(共26层) , 1993年建 , 塔楼,110382
蒙西小区 ,2室1厅 | 59.43平米 | 南 | 毛坯 | 低楼层(共7层) | 1990年建 | 板楼,7100000.0,2室1厅 , 59.43平米 , 南 , 毛坯 , 低楼层(共7层) , 1990年建 , 板楼,119469
思南路115弄 ,2室2厅 | 69.78平米 | 东 | 简装 | 高楼层(共7层) | 1989年建 | 板楼,7820000.0,2室2厅 , 69.78平米 , 东 , 简装 , 高楼层(共7层) , 1989年建 , 板楼,112067
丽园新村 ,2室1厅 | 56.91平米 | 南 北 | 简装 | 中楼层(共7层) | 1981年建 | 板楼,5980000.0,2室1厅 , 56.91平米 , 南 北 , 简装 , 中楼层(共7层) , 1981年建 , 板楼,105079
越纪公寓 ,1室1厅 | 57.05平米 | 西 | 简装 | 中楼层(共25层) | 1992年建 | 板塔结合,7500000.0,1室1厅 , 57.05平米 , 西 , 简装 , 中楼层(共25层) , 1992年建 , 板塔结合,131464
金中苑 ,2室1厅 | 74.23平米 | 南 | 简装 | 低楼层(共7层) | 1997年建 | 板楼,11100000.0,2室1厅 , 74.23平米 , 南 , 简装 , 低楼层(共7层) , 1997年建 , 板楼,149536
瑞雪大楼 ,2室1厅 | 56.96平米 | 南 | 简装 | 15层 | 1991年建 | 塔楼,6180000.0,2室1厅 , 56.96平米 , 南 , 简装 , 15层 , 1991年建 , 塔楼,108498
金中苑 ,2室1厅 | 79.71平米 | 西南 | 简装 | 高楼层(共23层) | 1997年建 | 塔楼,8590000.0,2室1厅 , 79.71平米 , 西南 , 简装 , 高楼层(共23层) , 1997年建 , 塔楼,107766
东元坊 ,2室1厅 | 70.73平米 | 东南 东 | 简装 | 低楼层(共22层) | 2014年建 | 板楼,8690000.0,2室1厅 , 70.73平米 , 东南 东 , 简装 , 低楼层(共22层) , 2014年建 , 板楼,122862
公馆77 ,2室2厅 | 95.75平米 | 南 | 精装 | 低楼层(共31层) | 2010年建 | 板楼,17380000.0,2室2厅 , 95.75平米 , 南 , 精装 , 低楼层(共31层) , 2010年建 , 板楼,181515
老西门新苑 ,1室2厅 | 84.33平米 | 南 | 精装 | 中楼层(共34层) | 2006年建 | 板楼,12980000.0,1室2厅 , 84.33平米 , 南 , 精装 , 中楼层(共34层) , 2006年建 , 板楼,153920
银南大厦 ,2室1厅 | 79.99平米 | 西南 | 精装 | 中楼层(共22层) | 1990年建 | 塔楼,7580000.0,2室1厅 , 79.99平米 , 西南 , 精装 , 中楼层(共22层) , 1990年建 , 塔楼,94762
丽丽小区 ,2室1厅 | 53.41平米 | 南 | 精装 | 低楼层(共6层) | 1986年建 | 板楼,5680000.0,2室1厅 , 53.41平米 , 南 , 精装 , 低楼层(共6层) , 1986年建 , 板楼,106348
中南小区 ,2室1厅 | 60.69平米 | 南 北 | 简装 | 低楼层(共7层) | 1993年建 | 板楼,8600000.0,2室1厅 , 60.69平米 , 南 北 , 简装 , 低楼层(共7层) , 1993年建 , 板楼,141704
瞿溪路830弄 ,2室2厅 | 71.04平米 | 南 | 精装 | 低楼层(共6层) | 1984年建 | 板楼,6930000.0,2室2厅 , 71.04平米 , 南 , 精装 , 低楼层(共6层) , 1984年建 , 板楼,97551
五岭小区 ,1室0厅 | 36.6平米 | 南 | 精装 | 高楼层(共7层) | 1989年建 | 板楼,3880000.0,1室0厅 , 36.6平米 , 南 , 精装 , 高楼层(共7层) , 1989年建 , 板楼,106011
华电公寓 ,2室1厅 | 104.68平米 | 南 西 | 简装 | 低楼层(共20层) | 1998年建 | 塔楼,8990000.0,2室1厅 , 104.68平米 , 南 西 , 简装 , 低楼层(共20层) , 1998年建 , 塔楼,85881
铁道路676-684号 ,2室1厅 | 57.03平米 | 南 | 精装 | 高楼层(共7层) | 1986年建 | 板楼,5300000.0,2室1厅 , 57.03平米 , 南 , 精装 , 高楼层(共7层) , 1986年建 , 板楼,92934
西凌新邨 ,2室1厅 | 45.72平米 | 南 北 | 简装 | 中楼层(共6层) | 1992年建 | 板楼,5560000.0,2室1厅 , 45.72平米 , 南 北 , 简装 , 中楼层(共6层) , 1992年建 , 板楼,121610
中福花苑 ,1室2厅 | 44.03平米 | 东南 | 简装 | 低楼层(共15层) | 2003年建 | 塔楼,4580000.0,1室2厅 , 44.03平米 , 东南 , 简装 , 低楼层(共15层) , 2003年建 , 塔楼,104020
斜土路550弄 ,1室1厅 | 41.24平米 | 东 南 西 | 简装 | 低楼层(共6层) | 1979年建 | 板楼,3980000.0,1室1厅 , 41.24平米 , 东 南 西 , 简装 , 低楼层(共6层) , 1979年建 , 板楼,96509
西凌新邨 ,2室1厅 | 87.8平米 | 南 | 简装 | 高楼层(共32层) | 1995年建 | 塔楼,8980000.0,2室1厅 , 87.8平米 , 南 , 简装 , 高楼层(共32层) , 1995年建 , 塔楼,102278
上海滩花园 ,2室2厅 | 104.15平米 | 南 | 精装 | 30层 | 2006年建 | 板楼,18500000.0,2室2厅 , 104.15平米 , 南 , 精装 , 30层 , 2006年建 , 板楼,177629
西凌新邨 ,2室0厅 | 53.09平米 | 东 | 简装 | 中楼层(共32层) | 1994年建 | 塔楼,5550000.0,2室0厅 , 53.09平米 , 东 , 简装 , 中楼层(共32层) , 1994年建 , 塔楼,104540
大同花园北区 ,1室2厅 | 67.85平米 | 南 | 精装 | 高楼层(共32层) | 2003年建 | 板楼,9280000.0,1室2厅 , 67.85平米 , 南 , 精装 , 高楼层(共32层) , 2003年建 , 板楼,136773
新华南园大厦 ,1室1厅 | 54.59平米 | 东南 | 简装 | 中楼层(共31层) | 2004年建 | 塔楼,5250000.0,1室1厅 , 54.59平米 , 东南 , 简装 , 中楼层(共31层) , 2004年建 , 塔楼,96172
申江新苑 ,2室2厅 | 91.11平米 | 南 | 简装 | 中楼层(共18层) | 2006年建 | 板楼,12000000.0,2室2厅 , 91.11平米 , 南 , 简装 , 中楼层(共18层) , 2006年建 , 板楼,131709
海南西弄 ,2室1厅 | 56.1平米 | 南 | 简装 | 中楼层(共7层) | 1993年建 | 板楼,5680000.0,2室1厅 , 56.1平米 , 南 , 简装 , 中楼层(共7层) , 1993年建 , 板楼,101248
合肥路395-397号(单) ,2室1厅 | 41.2平米 | 南 | 精装 | 中楼层(共5层) | 1975年建 | 板楼,5450000.0,2室1厅 , 41.2平米 , 南 , 精装 , 中楼层(共5层) , 1975年建 , 板楼,132282
瞿中小区 ,2室1厅 | 51.71平米 | 南 | 简装 | 中楼层(共6层) | 1983年建 | 板楼,5250000.0,2室1厅 , 51.71平米 , 南 , 简装 , 中楼层(共6层) , 1983年建 , 板楼,101528
黄浦华庭 ,2室1厅 | 82.58平米 | 南 | 简装 | 中楼层(共28层) | 2010年建 | 板楼,10390000.0,2室1厅 , 82.58平米 , 南 , 简装 , 中楼层(共28层) , 2010年建 , 板楼,125818
斜桥公寓 ,2室1厅 | 77.78平米 | 南 | 精装 | 中楼层(共24层) | 1991年建 | 塔楼,7950000.0,2室1厅 , 77.78平米 , 南 , 精装 , 中楼层(共24层) , 1991年建 , 塔楼,102212
五岭小区 ,1室0厅 | 36.6平米 | 南 | 精装 | 高楼层(共7层) | 1989年建 | 板楼,3880000.0,1室0厅 , 36.6平米 , 南 , 精装 , 高楼层(共7层) , 1989年建 , 板楼,106011
丽丽小区 ,2室1厅 | 53.41平米 | 南 | 精装 | 低楼层(共6层) | 1986年建 | 板楼,5680000.0,2室1厅 , 53.41平米 , 南 , 精装 , 低楼层(共6层) , 1986年建 , 板楼,106348
中南小区 ,2室1厅 | 60.69平米 | 南 北 | 简装 | 低楼层(共7层) | 1993年建 | 板楼,8600000.0,2室1厅 , 60.69平米 , 南 北 , 简装 , 低楼层(共7层) , 1993年建 , 板楼,141704
瞿溪路830弄 ,2室2厅 | 71.04平米 | 南 | 精装 | 低楼层(共6层) | 1984年建 | 板楼,6930000.0,2室2厅 , 71.04平米 , 南 , 精装 , 低楼层(共6层) , 1984年建 , 板楼,97551
华电公寓 ,2室1厅 | 104.68平米 | 南 西 | 简装 | 低楼层(共20层) | 1998年建 | 塔楼,8990000.0,2室1厅 , 104.68平米 , 南 西 , 简装 , 低楼层(共20层) , 1998年建 , 塔楼,85881
唐家宅小区 ,2室1厅 | 55.61平米 | 南 | 简装 | 高楼层(共6层) | 1986年建 | 板楼,5200000.0,2室1厅 , 55.61平米 , 南 , 简装 , 高楼层(共6层) , 1986年建 , 板楼,93509
思南路115弄 ,1室1厅 | 33.76平米 | 西 | 简装 | 高楼层(共7层) | 1988年建 | 板楼,3900000.0,1室1厅 , 33.76平米 , 西 , 简装 , 高楼层(共7层) , 1988年建 , 板楼,115522
龙华小区 ,2室1厅 | 46.32平米 | 南 | 简装 | 高楼层(共6层) | 1978年建 | 板楼,4430000.0,2室1厅 , 46.32平米 , 南 , 简装 , 高楼层(共6层) , 1978年建 , 板楼,95640
春江小区(卢湾) ,1室1厅 | 40.65平米 | 南 | 简装 | 中楼层(共6层) | 1985年建 | 板楼,4300000.0,1室1厅 , 40.65平米 , 南 , 简装 , 中楼层(共6层) , 1985年建 , 板楼,105782
普育东路24-36号 ,2室1厅 | 56.92平米 | 南 | 简装 | 低楼层(共6层) | 1975年建 | 板楼,5950000.0,2室1厅 , 56.92平米 , 南 , 简装 , 低楼层(共6层) , 1975年建 , 板楼,104533
市民新村 ,2室1厅 | 60.09平米 | 南 | 简装 | 中楼层(共6层) | 1965年建 | 板楼,7450000.0,2室1厅 , 60.09平米 , 南 , 简装 , 中楼层(共6层) , 1965年建 , 板楼,123981
越纪公寓 ,2室1厅 | 67.44平米 | 东 南 北 | 简装 | 低楼层(共25层) | 1992年建 | 板塔结合,8280000.0,2室1厅 , 67.44平米 , 东 南 北 , 简装 , 低楼层(共25层) , 1992年建 , 板塔结合,122776
紫荆新苑 ,2室1厅 | 88.08平米 | 南 | 精装 | 低楼层(共6层) | 1998年建 | 板楼,9500000.0,2室1厅 , 88.08平米 , 南 , 精装 , 低楼层(共6层) , 1998年建 , 板楼,107857
思南路26弄 ,2室0厅 | 41.56平米 | 东 | 精装 | 中楼层(共7层) | 1981年建 | 板楼,5800000.0,2室0厅 , 41.56平米 , 东 , 精装 , 中楼层(共7层) , 1981年建 , 板楼,139558
铁道路676-684号 ,2室1厅 | 57.03平米 | 南 | 精装 | 高楼层(共7层) | 1986年建 | 板楼,5300000.0,2室1厅 , 57.03平米 , 南 , 精装 , 高楼层(共7层) , 1986年建 , 板楼,92934
明日星城(二期、三期) ,2室2厅 | 97.58平米 | 南 | 简装 | 低楼层(共35层) | 2005年建 | 板楼,11980000.0,2室2厅 , 97.58平米 , 南 , 简装 , 低楼层(共35层) , 2005年建 , 板楼,122772
唐家宅小区 ,2室1厅 | 55.61平米 | 南 | 简装 | 高楼层(共6层) | 1986年建 | 板楼,5200000.0,2室1厅 , 55.61平米 , 南 , 简装 , 高楼层(共6层) , 1986年建 , 板楼,93509
思南路115弄 ,1室1厅 | 33.76平米 | 西 | 简装 | 高楼层(共7层) | 1988年建 | 板楼,3900000.0,1室1厅 , 33.76平米 , 西 , 简装 , 高楼层(共7层) , 1988年建 , 板楼,115522
华浩苑 ,2室1厅 | 83.6平米 | 南 | 简装 | 中楼层(共18层) | 2001年建 | 板塔结合,8800000.0,2室1厅 , 83.6平米 , 南 , 简装 , 中楼层(共18层) , 2001年建 , 板塔结合,105264
龙华小区 ,1室1厅 | 39.18平米 | 南 | 精装 | 高楼层(共6层) | 1978年建 | 板楼,3590000.0,1室1厅 , 39.18平米 , 南 , 精装 , 高楼层(共6层) , 1978年建 , 板楼,91629
蒙自路380弄 ,2室1厅 | 55.01平米 | 东 | 毛坯 | 中楼层(共6层) | 1985年建 | 板楼,5180000.0,2室1厅 , 55.01平米 , 东 , 毛坯 , 中楼层(共6层) , 1985年建 , 板楼,94165
金色黄浦 ,1室1厅 | 65.52平米 | 南 | 精装 | 中楼层(共26层) | 2004年建 | 板楼,7850000.0,1室1厅 , 65.52平米 , 南 , 精装 , 中楼层(共26层) , 2004年建 , 板楼,119811
南陆大厦 ,1室1厅 | 59.93平米 | 南 | 精装 | 中楼层(共25层) | 1994年建 | 塔楼,6120000.0,1室1厅 , 59.93平米 , 南 , 精装 , 中楼层(共25层) , 1994年建 , 塔楼,102120
西凌新邨 ,1室0厅 | 34.44平米 | 南 | 精装 | 高楼层(共7层) | 1990年建 | 板楼,3500000.0,1室0厅 , 34.44平米 , 南 , 精装 , 高楼层(共7层) , 1990年建 , 板楼,101627
黄浦华庭 ,1室2厅 | 81.8平米 | 南 | 简装 | 低楼层(共24层) | 2010年建 | 板楼,10190000.0,1室2厅 , 81.8平米 , 南 , 简装 , 低楼层(共24层) , 2010年建 , 板楼,124573
新家坡园景苑 ,2室2厅 | 94.75平米 | 南 | 精装 | 低楼层(共36层) | 1999年建 | 塔楼,9650000.0,2室2厅 , 94.75平米 , 南 , 精装 , 低楼层(共36层) , 1999年建 , 塔楼,101847
丽园新村 ,2室1厅 | 38.75平米 | 南 | 毛坯 | 低楼层(共6层) | 1986年建 | 板楼,4430000.0,2室1厅 , 38.75平米 , 南 , 毛坯 , 低楼层(共6层) , 1986年建 , 板楼,114323
北蒙三小区 ,1室1厅 | 32.32平米 | 南 | 精装 | 中楼层(共5层) | 1976年建 | 板楼,3490000.0,1室1厅 , 32.32平米 , 南 , 精装 , 中楼层(共5层) , 1976年建 , 板楼,107983
莱兴公寓 ,2室1厅 | 85.48平米 | 南 | 简装 | 高楼层(共20层) | 1996年建 | 塔楼,9830000.0,2室1厅 , 85.48平米 , 南 , 简装 , 高楼层(共20层) , 1996年建 , 塔楼,114998
龙华小区 ,2室0厅 | 47.12平米 | 南 北 | 精装 | 中楼层(共6层) | 1979年建 | 板楼,4500000.0,2室0厅 , 47.12平米 , 南 北 , 精装 , 中楼层(共6层) , 1979年建 , 板楼,95501
斜土新村 ,2室1厅 | 61.7平米 | 南 | 简装 | 低楼层(共7层) | 1987年建 | 板楼,6500000.0,2室1厅 , 61.7平米 , 南 , 简装 , 低楼层(共7层) , 1987年建 , 板楼,105349
西凌新邨 ,2室1厅 | 62平米 | 南 | 精装 | 高楼层(共32层) | 1994年建 | 塔楼,6700000.0,2室1厅 , 62平米 , 南 , 精装 , 高楼层(共32层) , 1994年建 , 塔楼,108065
阳光公寓(黄浦) ,2室1厅 | 90.23平米 | 东南 | 毛坯 | 低楼层(共30层) | 2001年建 | 塔楼,8500000.0,2室1厅 , 90.23平米 , 东南 , 毛坯 , 低楼层(共30层) , 2001年建 , 塔楼,94204
思南新苑 ,1室1厅 | 65.33平米 | 南 | 简装 | 32层 | 2003年建 | 板楼,11000000.0,1室1厅 , 65.33平米 , 南 , 简装 , 32层 , 2003年建 , 板楼,168376
康瞿小区 ,2室1厅 | 52.54平米 | 南 | 简装 | 高楼层(共20层) | 1990年建 | 塔楼,5160000.0,2室1厅 , 52.54平米 , 南 , 简装 , 高楼层(共20层) , 1990年建 , 塔楼,98211
中福花苑 ,1室2厅 | 42.46平米 | 北 | 简装 | 高楼层(共15层) | 2003年建 | 塔楼,4800000.0,1室2厅 , 42.46平米 , 北 , 简装 , 高楼层(共15层) , 2003年建 , 塔楼,113048
中福城 ,2室2厅 | 93.55平米 | 南 | 简装 | 中楼层(共21层) | 2002年建 | 板楼,13200000.0,2室2厅 , 93.55平米 , 南 , 简装 , 中楼层(共21层) , 2002年建 , 板楼,141102
合肥路267-271号(单) ,2室0厅 | 53.53平米 | 南 | 精装 | 低楼层(共6层) | 1987年建 | 板楼,6500000.0,2室0厅 , 53.53平米 , 南 , 精装 , 低楼层(共6层) , 1987年建 , 板楼,121428
卢湾都市花园 ,1室1厅 | 63.73平米 | 南 | 简装 | 低楼层(共13层) | 2004年建 | 板楼,8500000.0,1室1厅 , 63.73平米 , 南 , 简装 , 低楼层(共13层) , 2004年建 , 板楼,133376
锦绣家园 ,2室2厅 | 121.37平米 | 南 | 简装 | 中楼层(共18层) | 2000年建 | 板楼,12800000.0,2室2厅 , 121.37平米 , 南 , 简装 , 中楼层(共18层) , 2000年建 , 板楼,105463
上海滩新昌城 ,2室2厅 | 107.9平米 | 南 | 简装 | 中楼层(共24层) | 2006年建 | 板楼,15800000.0,2室2厅 , 107.9平米 , 南 , 简装 , 中楼层(共24层) , 2006年建 , 板楼,146432
中福浦江汇 ,2室1厅 | 54.7平米 | 南 | 简装 | 低楼层(共24层) | 2014年建 | 板楼,7350000.0,2室1厅 , 54.7平米 , 南 , 简装 , 低楼层(共24层) , 2014年建 , 板楼,134370
中福花苑 ,1室1厅 | 56.99平米 | 东南 | 简装 | 中楼层(共19层) | 2003年建 | 板楼,6600000.0,1室1厅 , 56.99平米 , 东南 , 简装 , 中楼层(共19层) , 2003年建 , 板楼,115810
黄浦新苑西区 ,2室2厅 | 105.62平米 | 南 北 | 简装 | 高楼层(共29层) | 2001年建 | 板楼,11500000.0,2室2厅 , 105.62平米 , 南 北 , 简装 , 高楼层(共29层) , 2001年建 , 板楼,108881
卢湾都市花园 ,2室1厅 | 91.68平米 | 南 | 简装 | 低楼层(共28层) | 2004年建 | 板楼,10600000.0,2室1厅 , 91.68平米 , 南 , 简装 , 低楼层(共28层) , 2004年建 , 板楼,115620
南园新村 ,2室0厅 | 52.25平米 | 南 | 精装 | 高楼层(共6层) | 1988年建 | 板楼,5500000.0,2室0厅 , 52.25平米 , 南 , 精装 , 高楼层(共6层) , 1988年建 , 板楼,105264
士林华苑 ,1室1厅 | 88.61平米 | 南 | 简装 | 中楼层(共26层) | 2007年建 | 板楼,11500000.0,1室1厅 , 88.61平米 , 南 , 简装 , 中楼层(共26层) , 2007年建 , 板楼,129783
江南世纪新苑 ,2室2厅 | 101.45平米 | 南 | 精装 | 中楼层(共25层) | 1999年建 | 塔楼,11450000.0,2室2厅 , 101.45平米 , 南 , 精装 , 中楼层(共25层) , 1999年建 , 塔楼,112864
蒙自路601弄 ,2室1厅 | 49.33平米 | 南 北 | 精装 | 中楼层(共6层) | 1987年建 | 板楼,4980000.0,2室1厅 , 49.33平米 , 南 北 , 精装 , 中楼层(共6层) , 1987年建 , 板楼,100953
蒙自路380弄 ,2室1厅 | 55.01平米 | 东南 | 精装 | 高楼层(共6层) | 1985年建 | 板楼,5100000.0,2室1厅 , 55.01平米 , 东南 , 精装 , 高楼层(共6层) , 1985年建 , 板楼,92711
耀江花园 ,1室1厅 | 63.27平米 | 南 | 精装 | 中楼层(共33层) | 2006年建 | 板楼,11000000.0,1室1厅 , 63.27平米 , 南 , 精装 , 中楼层(共33层) , 2006年建 , 板楼,173859
中福浦江汇 ,2室1厅 | 69.45平米 | 东南 | 简装 | 高楼层(共22层) | 2014年建 | 板楼,9300000.0,2室1厅 , 69.45平米 , 东南 , 简装 , 高楼层(共22层) , 2014年建 , 板楼,133910
明日星城(二期、三期) ,2室2厅 | 98.69平米 | 南 | 简装 | 高楼层(共35层) | 2005年建 | 板楼,13000000.0,2室2厅 , 98.69平米 , 南 , 简装 , 高楼层(共35层) , 2005年建 , 板楼,131726
瑞福小区 ,2室1厅 | 93.1平米 | 南 | 精装 | 23层 | 1990年建 | 塔楼,8970000.0,2室1厅 , 93.1平米 , 南 , 精装 , 23层 , 1990年建 , 塔楼,96349
中福浦江汇 ,2室1厅 | 70.5平米 | 南 北 | 精装 | 高楼层(共33层) | 2014年建 | 板楼,9500000.0,2室1厅 , 70.5平米 , 南 北 , 精装 , 高楼层(共33层) , 2014年建 , 板楼,134752
南陆大厦 ,1室1厅 | 59.93平米 | 南 | 精装 | 中楼层(共25层) | 1994年建 | 塔楼,5980000.0,1室1厅 , 59.93平米 , 南 , 精装 , 中楼层(共25层) , 1994年建 , 塔楼,99784
莱兴公寓 ,2室1厅 | 92.6平米 | 南 | 简装 | 中楼层(共20层) | 1996年建 | 塔楼,10180000.0,2室1厅 , 92.6平米 , 南 , 简装 , 中楼层(共20层) , 1996年建 , 塔楼,109936
瞿溪路1060弄 ,1室1厅 | 34.88平米 | 南 | 精装 | 中楼层(共5层) | 1980年建 | 板楼,3250000.0,1室1厅 , 34.88平米 , 南 , 精装 , 中楼层(共5层) , 1980年建 , 板楼,93177
文海大楼 ,2室1厅 | 79.8平米 | 南 | 简装 | 高楼层(共16层) | 1990年建 | 塔楼,8800000.0,2室1厅 , 79.8平米 , 南 , 简装 , 高楼层(共16层) , 1990年建 , 塔楼,110276
桥一小区 ,1室1厅 | 38.3平米 | 南 | 精装 | 中楼层(共7层) | 1989年建 | 板楼,3880000.0,1室1厅 , 38.3平米 , 南 , 精装 , 中楼层(共7层) , 1989年建 , 板楼,101306
乐安坊 ,2室0厅 | 41.31平米 | 南 北 | 简装 | 高楼层(共5层) | 1936年建 | 板楼,5600000.0,2室0厅 , 41.31平米 , 南 北 , 简装 , 高楼层(共5层) , 1936年建 , 板楼,135561
永业公寓 ,3室2厅 | 154.23平米 | 南 | 精装 | 中楼层(共35层) | 2008年建 | 板楼,29800000.0,3室2厅 , 154.23平米 , 南 , 精装 , 中楼层(共35层) , 2008年建 , 板楼,193218
新家坡园景苑 ,3室1厅 | 118.33平米 | 南 | 精装 | 高楼层(共34层) | 1999年建 | 塔楼,12800000.0,3室1厅 , 118.33平米 , 南 , 精装 , 高楼层(共34层) , 1999年建 , 塔楼,108173
鼎达公寓 ,3室2厅 | 112.51平米 | 南 北 | 精装 | 中楼层(共7层) | 1998年建 | 板楼,12930000.0,3室2厅 , 112.51平米 , 南 北 , 精装 , 中楼层(共7层) , 1998年建 , 板楼,114924
士林华苑 ,4室3厅 | 199.95平米 | 南 | 精装 | 高楼层(共28层) | 2007年建 | 板楼,26800000.0,4室3厅 , 199.95平米 , 南 , 精装 , 高楼层(共28层) , 2007年建 , 板楼,134034
思南公馆 ,2室2厅 | 158.1平米 | 南 西南 | 精装 | 中楼层(共8层) | 2010年建 | 板楼,35500000.0,2室2厅 , 158.1平米 , 南 西南 , 精装 , 中楼层(共8层) , 2010年建 , 板楼,224542
