address,info,price,rtype,sqr,dir,dec,heights,built,btype,price_per_sqr
瞿溪坊 ,2室1厅 | 49.92平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,5800000.0,2室1厅 , 49.92平米 , 南 , 精装 , 高楼层(共6层) , 1995年建 , 板楼,116186
瑞德公寓 ,2室1厅 | 94.62平米 | 南 | 精装 | 低楼层(共26层) | 1998年建 | 板塔结合,9900000.0,2室1厅 , 94.62平米 , 南 , 精装 , 低楼层(共26层) , 1998年建 , 板塔结合,104630
浩城华苑 ,2室2厅 | 72.66平米 | 南 | 精装 | 低楼层(共11层) | 2003年建 | 板楼,9000000.0,2室2厅 , 72.66平米 , 南 , 精装 , 低楼层(共11层) , 2003年建 , 板楼,123865
斜桥新村 ,1室1厅 | 41.77平米 | 南 | 精装 | 中楼层(共7层) | 1993年建 | 板楼,4650000.0,1室1厅 , 41.77平米 , 南 , 精装 , 中楼层(共7层) , 1993年建 , 板楼,111324
老西门新苑 ,2室2厅 | 114.94平米 | 东南 | 精装 | 中楼层(共40层) | 2006年建 | 板楼,16000000.0,2室2厅 , 114.94平米 , 东南 , 精装 , 中楼层(共40层) , 2006年建 , 板楼,139204
黄浦众鑫城 ,2室2厅 | 119.98平米 | 南 北 | 精装 | 高楼层(共31层) | 2003年建 | 板楼,15300000.0,2室2厅 , 119.98平米 , 南 北 , 精装 , 高楼层(共31层) , 2003年建 , 板楼,127522
振颖苑 ,3室2厅 | 138.41平米 | 南 | 毛坯 | 中楼层(共8层) | 2000年建 | 板楼,16200000.0,3室2厅 , 138.41平米 , 南 , 毛坯 , 中楼层(共8层) , 2000年建 , 板楼,117044
步高苑 ,5室2厅 | 226.63平米 | 南 北 | 简装 | 中楼层(共28层) | 2002年建 | 板楼,34000000.0,5室2厅 , 226.63平米 , 南 北 , 简装 , 中楼层(共28层) , 2002年建 , 板楼,150025
翠湖天地御苑 ,3室2厅 | 193.56平米 | 南 | 精装 | 低楼层(共28层) | 2006年建 | 板楼,40000000.0,3室2厅 , 193.56平米 , 南 , 精装 , 低楼层(共28层) , 2006年建 , 板楼,206655
吉大公寓 ,3室1厅 | 180.65平米 | 南 | 简装 | 高楼层(共9层) | 1999年建 | 板楼,19000000.0,3室1厅 , 180.65平米 , 南 , 简装 , 高楼层(共9层) , 1999年建 , 板楼,105176
老西门新苑 ,3室2厅 | 143.26平米 | 南 北 | 精装 | 中楼层(共34层) | 2006年建 | 板楼,20880000.0,3室2厅 , 143.26平米 , 南 北 , 精装 , 中楼层(共34层) , 2006年建 , 板楼,145749
蒙西小区 ,3室1厅 | 95.32平米 | 西南 | 精装 | 中楼层(共7层) | 1996年建 | 板楼,8700000.0,3室1厅 , 95.32平米 , 西南 , 精装 , 中楼层(共7层) , 1996年建 , 板楼,91272
汇龙新城 ,3室2厅 | 143.97平米 | 南 北 | 精装 | 低楼层(共33层) | 2002年建 | 板楼,18300000.0,3室2厅 , 143.97平米 , 南 北 , 精装 , 低楼层(共33层) , 2002年建 , 板楼,127110
威海苑 ,3室2厅 | 150.26平米 | 东 东南 北 | 简装 | 中楼层(共18层) | 1999年建 | 塔楼,16280000.0,3室2厅 , 150.26平米 , 东 东南 北 , 简装 , 中楼层(共18层) , 1999年建 , 塔楼,108346
公馆77 ,3室2厅 | 138.42平米 | 南 | 精装 | 中楼层(共19层) | 2010年建 | 板楼,24800000.0,3室2厅 , 138.42平米 , 南 , 精装 , 中楼层(共19层) , 2010年建 , 板楼,179165
黄浦华庭 ,3室2厅 | 141.16平米 | 南 北 | 精装 | 低楼层(共29层) | 2010年建 | 板楼,22280000.0,3室2厅 , 141.16平米 , 南 北 , 精装 , 低楼层(共29层) , 2010年建 , 板楼,157836
公馆77 ,3室2厅 | 174.97平米 | 南 北 | 精装 | 中楼层(共26层) | 2012年建 | 板楼,28500000.0,3室2厅 , 174.97平米 , 南 北 , 精装 , 中楼层(共26层) , 2012年建 , 板楼,162886
黄浦众鑫城 ,4室1厅 | 159.07平米 | 南 | 简装 | 中楼层(共31层) | 2002年建 | 板楼,22000000.0,4室1厅 , 159.07平米 , 南 , 简装 , 中楼层(共31层) , 2002年建 , 板楼,138304
新地苑 ,3室2厅 | 136.18平米 | 南 | 精装 | 中楼层(共29层) | 1999年建 | 板楼,13980000.0,3室2厅 , 136.18平米 , 南 , 精装 , 中楼层(共29层) , 1999年建 , 板楼,102659
中福花苑 ,2室2厅 | 79.97平米 | 南 | 简装 | 中楼层(共19层) | 2003年建 | 板楼,9590000.0,2室2厅 , 79.97平米 , 南 , 简装 , 中楼层(共19层) , 2003年建 , 板楼,119920
东淮海公寓 ,2室2厅 | 118.69平米 | 南 北 | 精装 | 中楼层(共28层) | 2003年建 | 板楼,16600000.0,2室2厅 , 118.69平米 , 南 北 , 精装 , 中楼层(共28层) , 2003年建 , 板楼,139861
思南新苑 ,4室2厅 | 210.25平米 | 南 北 | 精装 | 30层 | 2003年建 | 板楼,29500000.0,4室2厅 , 210.25平米 , 南 北 , 精装 , 30层 , 2003年建 , 板楼,140310
老西门新苑 ,2室2厅 | 116.45平米 | 东南 | 简装 | 低楼层(共34层) | 2006年建 | 板楼,16600000.0,2室2厅 , 116.45平米 , 东南 , 简装 , 低楼层(共34层) , 2006年建 , 板楼,142551
绿地名人坊 ,3室2厅 | 135.15平米 | 南 北 | 精装 | 中楼层(共17层) | 2003年建 | 板楼,18900000.0,3室2厅 , 135.15平米 , 南 北 , 精装 , 中楼层(共17层) , 2003年建 , 板楼,139845
海洲丽园 ,2室2厅 | 114.52平米 | 南 北 | 简装 | 高楼层(共17层) | 2005年建 | 板楼,14700000.0,2室2厅 , 114.52平米 , 南 北 , 简装 , 高楼层(共17层) , 2005年建 , 板楼,128362
金色家园 ,3室2厅 | 163.76平米 | 南 | 精装 | 中楼层(共25层) | 2004年建 | 板楼,22500000.0,3室2厅 , 163.76平米 , 南 , 精装 , 中楼层(共25层) , 2004年建 , 板楼,137397
东淮海公寓 ,2室2厅 | 114.85平米 | 南 | 精装 | 低楼层(共33层) | 2003年建 | 板楼,14800000.0,2室2厅 , 114.85平米 , 南 , 精装 , 低楼层(共33层) , 2003年建 , 板楼,128864
新家坡园景苑 ,3室2厅 | 118.33平米 | 南 | 精装 | 中楼层(共34层) | 1999年建 | 塔楼,13300000.0,3室2厅 , 118.33平米 , 南 , 精装 , 中楼层(共34层) , 1999年建 , 塔楼,112398
永业公寓 ,3室2厅 | 154.35平米 | 南 | 精装 | 中楼层(共35层) | 2008年建 | 板楼,28400000.0,3室2厅 , 154.35平米 , 南 , 精装 , 中楼层(共35层) , 2008年建 , 板楼,183998
丽园公寓 ,3室2厅 | 132.85平米 | 南 | 毛坯 | 高楼层(共12层) | 1998年建 | 板楼,14500000.0,3室2厅 , 132.85平米 , 南 , 毛坯 , 高楼层(共12层) , 1998年建 , 板楼,109146
大众汽车公寓 ,3室2厅 | 129.51平米 | 南 | 简装 | 高楼层(共28层) | 1996年建 | 塔楼,12900000.0,3室2厅 , 129.51平米 , 南 , 简装 , 高楼层(共28层) , 1996年建 , 塔楼,99607
豫欣公寓 ,3室2厅 | 135.15平米 | 南 西南 | 毛坯 | 低楼层(共34层) | 2002年建 | 塔楼,12980000.0,3室2厅 , 135.15平米 , 南 西南 , 毛坯 , 低楼层(共34层) , 2002年建 , 塔楼,96042
名盛苑 ,3室2厅 | 137.02平米 | 南 | 精装 | 高楼层(共18层) | 2003年建 | 板楼,17500000.0,3室2厅 , 137.02平米 , 南 , 精装 , 高楼层(共18层) , 2003年建 , 板楼,127719
沧海苑 ,2室2厅 | 144.77平米 | 南 北 | 精装 | 高楼层(共19层) | 2000年建 | 板楼,13300000.0,2室2厅 , 144.77平米 , 南 北 , 精装 , 高楼层(共19层) , 2000年建 , 板楼,91870
人才大厦 ,2室1厅 | 122.82平米 | 南 | 简装 | 高楼层(共24层) | 1998年建 | 塔楼,10500000.0,2室1厅 , 122.82平米 , 南 , 简装 , 高楼层(共24层) , 1998年建 , 塔楼,85491
丽园公寓 ,2室2厅 | 97.88平米 | 东 | 简装 | 低楼层(共12层) | 1998年建 | 板楼,10500000.0,2室2厅 , 97.88平米 , 东 , 简装 , 低楼层(共12层) , 1998年建 , 板楼,107275
融创滨江壹号院 ,4室2厅 | 218.91平米 | 东 东南 南 北 | 精装 | 中楼层(共38层) | 2012年建 | 板楼,35000000.0,4室2厅 , 218.91平米 , 东 东南 南 北 , 精装 , 中楼层(共38层) , 2012年建 , 板楼,159884
汇龙新城 ,3室2厅 | 146.51平米 | 南 | 精装 | 低楼层(共33层) | 2002年建 | 板楼,21200000.0,3室2厅 , 146.51平米 , 南 , 精装 , 低楼层(共33层) , 2002年建 , 板楼,144701
钟和公寓 ,3室2厅 | 148.5平米 | 东 南 西 北 | 精装 | 高楼层(共5层) | 1947年建 | 暂无数据,29000000.0,3室2厅 , 148.5平米 , 东 南 西 北 , 精装 , 高楼层(共5层) , 1947年建 , 暂无数据,195287
卢湾城市花园 ,3室2厅 | 116.79平米 | 南 北 | 简装 | 高楼层(共28层) | 2002年建 | 板楼,16300000.0,3室2厅 , 116.79平米 , 南 北 , 简装 , 高楼层(共28层) , 2002年建 , 板楼,139567
复兴苑 ,2室2厅 | 110平米 | 南 | 精装 | 32层 | 1998年建 | 板塔结合,11800000.0,2室2厅 , 110平米 , 南 , 精装 , 32层 , 1998年建 , 板塔结合,107273
翠湖天地嘉苑 ,2室2厅 | 153.89平米 | 南 | 精装 | 低楼层(共16层) | 2009年建 | 板楼,31000000.0,2室2厅 , 153.89平米 , 南 , 精装 , 低楼层(共16层) , 2009年建 , 板楼,201443
东泰花苑 ,3室2厅 | 147.92平米 | 南 | 精装 | 中楼层(共20层) | 2002年建 | 板楼,16900000.0,3室2厅 , 147.92平米 , 南 , 精装 , 中楼层(共20层) , 2002年建 , 板楼,114251
耀江花园 ,3室2厅 | 137.2平米 | 南 北 | 精装 | 中楼层(共34层) | 2002年建 | 板楼,23000000.0,3室2厅 , 137.2平米 , 南 北 , 精装 , 中楼层(共34层) , 2002年建 , 板楼,167639
南文大厦 ,3室2厅 | 145.12平米 | 南 北 | 简装 | 低楼层(共27层) | 2000年建 | 塔楼,12980000.0,3室2厅 , 145.12平米 , 南 北 , 简装 , 低楼层(共27层) , 2000年建 , 塔楼,89444
海华花园 ,3室2厅 | 115.22平米 | 东南 | 简装 | 低楼层(共33层) | 1994年建 | 板塔结合,11500000.0,3室2厅 , 115.22平米 , 东南 , 简装 , 低楼层(共33层) , 1994年建 , 板塔结合,99810
翠湖天地嘉苑 ,2室2厅 | 153.89平米 | 南 | 精装 | 低楼层(共16层) | 2009年建 | 板楼,31000000.0,2室2厅 , 153.89平米 , 南 , 精装 , 低楼层(共16层) , 2009年建 , 板楼,201443
融创滨江壹号院 ,4室2厅 | 218.91平米 | 东 东南 南 北 | 精装 | 中楼层(共38层) | 2012年建 | 板楼,35000000.0,4室2厅 , 218.91平米 , 东 东南 南 北 , 精装 , 中楼层(共38层) , 2012年建 , 板楼,159884
汇龙新城 ,3室2厅 | 146.51平米 | 南 | 精装 | 低楼层(共33层) | 2002年建 | 板楼,21200000.0,3室2厅 , 146.51平米 , 南 , 精装 , 低楼层(共33层) , 2002年建 , 板楼,144701
丽园公寓 ,2室2厅 | 97.88平米 | 东 | 简装 | 低楼层(共12层) | 1998年建 | 板楼,10500000.0,2室2厅 , 97.88平米 , 东 , 简装 , 低楼层(共12层) , 1998年建 , 板楼,107275
卢湾城市花园 ,3室2厅 | 116.79平米 | 南 北 | 简装 | 高楼层(共28层) | 2002年建 | 板楼,16300000.0,3室2厅 , 116.79平米 , 南 北 , 简装 , 高楼层(共28层) , 2002年建 , 板楼,139567
钟和公寓 ,3室2厅 | 148.5平米 | 东 南 西 北 | 精装 | 高楼层(共5层) | 1947年建 | 暂无数据,29000000.0,3室2厅 , 148.5平米 , 东 南 西 北 , 精装 , 高楼层(共5层) , 1947年建 , 暂无数据,195287
东泰花苑 ,3室2厅 | 147.92平米 | 南 | 精装 | 中楼层(共20层) | 2002年建 | 板楼,16900000.0,3室2厅 , 147.92平米 , 南 , 精装 , 中楼层(共20层) , 2002年建 , 板楼,114251
汇龙新城 ,3室2厅 | 143.69平米 | 南 北 | 精装 | 高楼层(共33层) | 2002年建 | 板楼,18800000.0,3室2厅 , 143.69平米 , 南 北 , 精装 , 高楼层(共33层) , 2002年建 , 板楼,130838
开城新苑 ,3室2厅 | 119.44平米 | 南 | 精装 | 低楼层(共7层) | 2001年建 | 板楼,14600000.0,3室2厅 , 119.44平米 , 南 , 精装 , 低楼层(共7层) , 2001年建 , 板楼,122238
耀江花园 ,3室2厅 | 143.97平米 | 南 | 精装 | 中楼层(共20层) | 2006年建 | 板楼,26000000.0,3室2厅 , 143.97平米 , 南 , 精装 , 中楼层(共20层) , 2006年建 , 板楼,180594
东淮海公寓 ,3室2厅 | 125.48平米 | 南 | 简装 | 低楼层(共33层) | 2006年建 | 板楼,14000000.0,3室2厅 , 125.48平米 , 南 , 简装 , 低楼层(共33层) , 2006年建 , 板楼,111572
淡水湾花园 ,4室2厅 | 197.52平米 | 南 | 精装 | 32层 | 2008年建 | 板楼,36000000.0,4室2厅 , 197.52平米 , 南 , 精装 , 32层 , 2008年建 , 板楼,182261
建德坊 ,2室2厅 | 67.37平米 | 南 北 | 简装 | 低楼层(共6层) | 2002年建 | 板楼,11500000.0,2室2厅 , 67.37平米 , 南 北 , 简装 , 低楼层(共6层) , 2002年建 , 板楼,170700
淡水湾花园 ,3室2厅 | 138.35平米 | 南 北 | 精装 | 29层 | 2007年建 | 板楼,26800000.0,3室2厅 , 138.35平米 , 南 北 , 精装 , 29层 , 2007年建 , 板楼,193712
淮海晶华苑 ,3室2厅 | 222.86平米 | 南 | 精装 | 低楼层(共28层) | 2006年建 | 板楼,31500000.0,3室2厅 , 222.86平米 , 南 , 精装 , 低楼层(共28层) , 2006年建 , 板楼,141345
东怡花苑 ,4室2厅 | 197平米 | 南 | 简装 | 高楼层(共30层) | 2001年建 | 板楼,21500000.0,4室2厅 , 197平米 , 南 , 简装 , 高楼层(共30层) , 2001年建 , 板楼,109138
大同花园北区 ,3室2厅 | 135.54平米 | 南 | 精装 | 高楼层(共32层) | 2003年建 | 板楼,15500000.0,3室2厅 , 135.54平米 , 南 , 精装 , 高楼层(共32层) , 2003年建 , 板楼,114358
华丽家族汇景天地(公寓) ,3室2厅 | 214.41平米 | 南 | 精装 | 中楼层(共31层) | 2011年建 | 板楼,26900000.0,3室2厅 , 214.41平米 , 南 , 精装 , 中楼层(共31层) , 2011年建 , 板楼,125461
老西门新苑 ,3室2厅 | 162.62平米 | 南 | 精装 | 中楼层(共34层) | 2006年建 | 板楼,21880000.0,3室2厅 , 162.62平米 , 南 , 精装 , 中楼层(共34层) , 2006年建 , 板楼,134547
天天花园 ,3室2厅 | 177.64平米 | 南 | 简装 | 高楼层(共32层) | 1997年建 | 塔楼,17000000.0,3室2厅 , 177.64平米 , 南 , 简装 , 高楼层(共32层) , 1997年建 , 塔楼,95700
锦城公寓(黄浦) ,3室2厅 | 129.52平米 | 南 西 北 | 简装 | 低楼层(共22层) | 1996年建 | 塔楼,11960000.0,3室2厅 , 129.52平米 , 南 西 北 , 简装 , 低楼层(共22层) , 1996年建 , 塔楼,92341
海潮新村 ,3室1厅 | 63.98平米 | 南 北 | 精装 | 高楼层(共6层) | 1993年建 | 板楼,7370000.0,3室1厅 , 63.98平米 , 南 北 , 精装 , 高楼层(共6层) , 1993年建 , 板楼,115193
滨江名人苑 ,2室2厅 | 130.57平米 | 南 北 | 精装 | 32层 | 2003年建 | 板楼,16980000.0,2室2厅 , 130.57平米 , 南 北 , 精装 , 32层 , 2003年建 , 板楼,130046
海琪园 ,3室2厅 | 130.79平米 | 南 | 精装 | 31层 | 2003年建 | 板楼,18990000.0,3室2厅 , 130.79平米 , 南 , 精装 , 31层 , 2003年建 , 板楼,145195
浩城华苑 ,2室2厅 | 101.24平米 | 南 | 精装 | 高楼层(共34层) | 2003年建 | 板楼,12980000.0,2室2厅 , 101.24平米 , 南 , 精装 , 高楼层(共34层) , 2003年建 , 板楼,128211
中福浦江汇 ,2室1厅 | 68.18平米 | 南 | 精装 | 低楼层(共32层) | 2014年建 | 板楼,8990000.0,2室1厅 , 68.18平米 , 南 , 精装 , 低楼层(共32层) , 2014年建 , 板楼,131857
卢湾都市花园 ,3室2厅 | 140.95平米 | 南 | 简装 | 低楼层(共28层) | 2004年建 | 板楼,13900000.0,3室2厅 , 140.95平米 , 南 , 简装 , 低楼层(共28层) , 2004年建 , 板楼,98617
海华花园 ,3室2厅 | 115.22平米 | 西南 | 精装 | 高楼层(共33层) | 1994年建 | 板塔结合,13200000.0,3室2厅 , 115.22平米 , 西南 , 精装 , 高楼层(共33层) , 1994年建 , 板塔结合,114564
中福浦江汇 ,2室1厅 | 69.29平米 | 南 北 | 精装 | 低楼层(共18层) | 2014年建 | 板楼,8680000.0,2室1厅 , 69.29平米 , 南 北 , 精装 , 低楼层(共18层) , 2014年建 , 板楼,125271
瞿溪坊 ,2室1厅 | 75.55平米 | 南 | 简装 | 高楼层(共7层) | 1997年建 | 板楼,7200000.0,2室1厅 , 75.55平米 , 南 , 简装 , 高楼层(共7层) , 1997年建 , 板楼,95302
中福花苑 ,2室2厅 | 79.98平米 | 南 | 精装 | 中楼层(共19层) | 2003年建 | 塔楼,8750000.0,2室2厅 , 79.98平米 , 南 , 精装 , 中楼层(共19层) , 2003年建 , 塔楼,109403
瑞南新苑 ,3室2厅 | 154.76平米 | 南 | 简装 | 中楼层(共33层) | 1999年建 | 板塔结合,18000000.0,3室2厅 , 154.76平米 , 南 , 简装 , 中楼层(共33层) , 1999年建 , 板塔结合,116310
永惠大厦 ,3室1厅 | 157.09平米 | 南 北 | 精装 | 低楼层(共22层) | 2000年建 | 塔楼,13200000.0,3室1厅 , 157.09平米 , 南 北 , 精装 , 低楼层(共22层) , 2000年建 , 塔楼,84029
阳光翠竹苑 ,2室2厅 | 122.21平米 | 南 | 简装 | 低楼层(共32层) | 2004年建 | 板楼,13500000.0,2室2厅 , 122.21平米 , 南 , 简装 , 低楼层(共32层) , 2004年建 , 板楼,110466
翠湖天地雅苑 ,3室2厅 | 132.22平米 | 南 | 精装 | 中楼层(共9层) | 2003年建 | 板楼,30880000.0,3室2厅 , 132.22平米 , 南 , 精装 , 中楼层(共9层) , 2003年建 , 板楼,233551
南园新村 ,2室0厅 | 44.06平米 | 南 | 精装 | 低楼层(共6层) | 1988年建 | 板楼,4350000.0,2室0厅 , 44.06平米 , 南 , 精装 , 低楼层(共6层) , 1988年建 , 板楼,98730
西凌新邨 ,1室1厅 | 40.27平米 | 南 | 精装 | 中楼层(共7层) | 1992年建 | 板楼,4490000.0,1室1厅 , 40.27平米 , 南 , 精装 , 中楼层(共7层) , 1992年建 , 板楼,111498
明日星城(二期、三期) ,2室2厅 | 99.18平米 | 南 | 精装 | 高楼层(共23层) | 2005年建 | 板楼,13700000.0,2室2厅 , 99.18平米 , 南 , 精装 , 高楼层(共23层) , 2005年建 , 板楼,138133
文海大楼 ,1室1厅 | 65.75平米 | 南 | 简装 | 中楼层(共16层) | 1990年建 | 塔楼,7200000.0,1室1厅 , 65.75平米 , 南 , 简装 , 中楼层(共16层) , 1990年建 , 塔楼,109506
康绥公寓 ,2室1厅 | 83.49平米 | 南 北 | 精装 | 中楼层(共4层) | 1935年建 | 板楼,12200000.0,2室1厅 , 83.49平米 , 南 北 , 精装 , 中楼层(共4层) , 1935年建 , 板楼,146126
打浦路303弄 ,1室1厅 | 40.86平米 | 南 | 简装 | 高楼层(共6层) | 1964年建 | 板楼,4090000.0,1室1厅 , 40.86平米 , 南 , 简装 , 高楼层(共6层) , 1964年建 , 板楼,100098
南园小区 ,1室1厅 | 57.16平米 | 西南 | 毛坯 | 低楼层(共29层) | 1994年建 | 塔楼,4150000.0,1室1厅 , 57.16平米 , 西南 , 毛坯 , 低楼层(共29层) , 1994年建 , 塔楼,72604
巴黎公寓 ,2室1厅 | 63.17平米 | 东 西 | 简装 | 高楼层(共5层)  | 板楼,6880000.0,2室1厅 , 63.17平米 , 东 西 , 简装 , 高楼层(共5层)  , 板楼,,108913
长新大楼 ,1室1厅 | 46.99平米 | 东南 | 精装 | 高楼层(共21层) | 1986年建 | 板塔结合,4950000.0,1室1厅 , 46.99平米 , 东南 , 精装 , 高楼层(共21层) , 1986年建 , 板塔结合,105342
瞿西新村 ,1室1厅 | 34.92平米 | 南 | 简装 | 低楼层(共6层) | 1988年建 | 板楼,3700000.0,1室1厅 , 34.92平米 , 南 , 简装 , 低楼层(共6层) , 1988年建 , 板楼,105957
茂名坊 ,3室2厅 | 108.05平米 | 南 | 精装 | 高楼层(共5层) | 1999年建 | 板楼,17990000.0,3室2厅 , 108.05平米 , 南 , 精装 , 高楼层(共5层) , 1999年建 , 板楼,166497
新地苑 ,2室2厅 | 114.08平米 | 南 | 精装 | 低楼层(共28层) | 1999年建 | 塔楼,12000000.0,2室2厅 , 114.08平米 , 南 , 精装 , 低楼层(共28层) , 1999年建 , 塔楼,105190
瑞金花园 ,3室2厅 | 147.83平米 | 南 | 精装 | 20层 | 1997年建 | 塔楼,15200000.0,3室2厅 , 147.83平米 , 南 , 精装 , 20层 , 1997年建 , 塔楼,102821
宏泰公寓 ,3室2厅 | 152平米 | 南 | 精装 | 中楼层(共33层) | 2000年建 | 塔楼,18000000.0,3室2厅 , 152平米 , 南 , 精装 , 中楼层(共33层) , 2000年建 , 塔楼,118422
弘辉名苑 ,3室2厅 | 121.97平米 | 南 | 精装 | 高楼层(共31层) | 2005年建 | 板楼,17200000.0,3室2厅 , 121.97平米 , 南 , 精装 , 高楼层(共31层) , 2005年建 , 板楼,141019
翠湖天地嘉苑 ,2室2厅 | 134.8平米 | 南 | 精装 | 低楼层(共29层) | 2008年建 | 板楼,31000000.0,2室2厅 , 134.8平米 , 南 , 精装 , 低楼层(共29层) , 2008年建 , 板楼,229971
淮海晶华苑 ,3室2厅 | 212.58平米 | 南 | 简装 | 中楼层(共23层) | 2006年建 | 板楼,28800000.0,3室2厅 , 212.58平米 , 南 , 简装 , 中楼层(共23层) , 2006年建 , 板楼,135479
太阳都市花园二期 ,3室2厅 | 178.75平米 | 东 南 北 | 精装 | 低楼层(共29层) | 2003年建 | 板楼,21700000.0,3室2厅 , 178.75平米 , 东 南 北 , 精装 , 低楼层(共29层) , 2003年建 , 板楼,121399
惠国公寓 ,2室2厅 | 92.25平米 | 南 | 精装 | 中楼层(共18层) | 2003年建 | 板楼,11550000.0,2室2厅 , 92.25平米 , 南 , 精装 , 中楼层(共18层) , 2003年建 , 板楼,125204
老西门新苑 ,3室2厅 | 153.78平米 | 南 北 | 精装 | 中楼层(共34层) | 2006年建 | 板楼,22880000.0,3室2厅 , 153.78平米 , 南 北 , 精装 , 中楼层(共34层) , 2006年建 , 板楼,148784
金汇园 ,3室2厅 | 137.02平米 | 南 东 北 | 简装 | 中楼层(共6层) | 1998年建 | 板楼,14000000.0,3室2厅 , 137.02平米 , 南 东 北 , 简装 , 中楼层(共6层) , 1998年建 , 板楼,102175
卢湾城市花园 ,3室2厅 | 125.48平米 | 南 | 精装 | 低楼层(共26层) | 2002年建 | 板楼,15980000.0,3室2厅 , 125.48平米 , 南 , 精装 , 低楼层(共26层) , 2002年建 , 板楼,127351
瑞南新苑 ,2室2厅 | 114.65平米 | 南 | 简装 | 高楼层(共33层) | 1999年建 | 塔楼,13500000.0,2室2厅 , 114.65平米 , 南 , 简装 , 高楼层(共33层) , 1999年建 , 塔楼,117750
士林华苑 ,2室2厅 | 129.82平米 | 南 | 精装 | 中楼层(共23层) | 2007年建 | 板楼,17200000.0,2室2厅 , 129.82平米 , 南 , 精装 , 中楼层(共23层) , 2007年建 , 板楼,132492
花样年·卢湾68 ,2室2厅 | 130.41平米 | 西 | 精装 | 中楼层(共27层)  | 板楼,16600000.0,2室2厅 , 130.41平米 , 西 , 精装 , 中楼层(共27层)  , 板楼,,127291
锦麟天地雅苑 ,4室2厅 | 260.44平米 | 南 北 | 精装 | 低楼层(共30层) | 2005年建 | 板楼,51900000.0,4室2厅 , 260.44平米 , 南 北 , 精装 , 低楼层(共30层) , 2005年建 , 板楼,199279
士林华苑 ,3室2厅 | 157.21平米 | 南 | 精装 | 中楼层(共26层) | 2007年建 | 板楼,21000000.0,3室2厅 , 157.21平米 , 南 , 精装 , 中楼层(共26层) , 2007年建 , 板楼,133580
士林华苑 ,2室2厅 | 129.82平米 | 南 | 精装 | 中楼层(共23层) | 2007年建 | 板楼,17200000.0,2室2厅 , 129.82平米 , 南 , 精装 , 中楼层(共23层) , 2007年建 , 板楼,132492
士林华苑 ,3室2厅 | 157.21平米 | 南 | 精装 | 中楼层(共28层) | 2007年建 | 板楼,21000000.0,3室2厅 , 157.21平米 , 南 , 精装 , 中楼层(共28层) , 2007年建 , 板楼,133580
复地雅园公馆 ,3室2厅 | 139.31平米 | 南 | 简装 | 中楼层(共19层) | 2006年建 | 板楼,20000000.0,3室2厅 , 139.31平米 , 南 , 简装 , 中楼层(共19层) , 2006年建 , 板楼,143565
祥安公寓 ,2室1厅 | 86.4平米 | 南 | 精装 | 高楼层(共27层) | 1998年建 | 塔楼,9070000.0,2室1厅 , 86.4平米 , 南 , 精装 , 高楼层(共27层) , 1998年建 , 塔楼,104977
名盛苑 ,3室1厅 | 140.96平米 | 南 | 精装 | 低楼层(共18层) | 2003年建 | 板楼,17500000.0,3室1厅 , 140.96平米 , 南 , 精装 , 低楼层(共18层) , 2003年建 , 板楼,124149
翠湖天地嘉苑 ,2室2厅 | 128.34平米 | 西南 | 精装 | 中楼层(共19层) | 2009年建 | 板楼,28990000.0,2室2厅 , 128.34平米 , 西南 , 精装 , 中楼层(共19层) , 2009年建 , 板楼,225885
百花公寓 ,2室2厅 | 103.51平米 | 南 | 精装 | 中楼层(共32层) | 2001年建 | 板楼,11500000.0,2室2厅 , 103.51平米 , 南 , 精装 , 中楼层(共32层) , 2001年建 , 板楼,111101
大同花园南区 ,2室2厅 | 108.91平米 | 南 | 精装 | 27层 | 1999年建 | 板楼,12500000.0,2室2厅 , 108.91平米 , 南 , 精装 , 27层 , 1999年建 , 板楼,114774
西凌新邨 ,2室0厅 | 47.52平米 | 北 | 精装 | 低楼层(共7层) | 1991年建 | 板楼,5080000.0,2室0厅 , 47.52平米 , 北 , 精装 , 低楼层(共7层) , 1991年建 , 板楼,106903
永业公寓 ,2室2厅 | 100.2平米 | 南 北 | 精装 | 高楼层(共11层) | 2008年建 | 板楼,17800000.0,2室2厅 , 100.2平米 , 南 北 , 精装 , 高楼层(共11层) , 2008年建 , 板楼,177645
平和里 ,1室1厅 | 62平米 | 南 北 | 简装 | 中楼层(共8层) | 2003年建 | 板楼,8200000.0,1室1厅 , 62平米 , 南 北 , 简装 , 中楼层(共8层) , 2003年建 , 板楼,132259
西凌新邨 ,1室1厅 | 49.5平米 | 北 | 简装 | 中楼层(共32层) | 1994年建 | 塔楼,5000000.0,1室1厅 , 49.5平米 , 北 , 简装 , 中楼层(共32层) , 1994年建 , 塔楼,101011
西凌新邨 ,2室0厅 | 49.02平米 | 南 | 精装 | 低楼层(共7层) | 1991年建 | 板楼,5790000.0,2室0厅 , 49.02平米 , 南 , 精装 , 低楼层(共7层) , 1991年建 , 板楼,118116
仁德坊 ,2室2厅 | 90.56平米 | 南 北 | 精装 | 高楼层(共31层) | 2001年建 | 板楼,11650000.0,2室2厅 , 90.56平米 , 南 北 , 精装 , 高楼层(共31层) , 2001年建 , 板楼,128644
